0	0	1
0.001	0.000999989	0.999968
0.0055	0.00549823	0.999032
0.02575	0.0255683	0.978857
0.0706671	0.0669625	0.844408
0.115584	0.099803	0.602094
0.148754	0.116047	0.371632
0.184116	0.124402	0.0977107
0.215522	0.123532	-0.152778
0.246927	0.114906	-0.393672
0.278333	0.0990647	-0.609847
0.311119	0.0759104	-0.794484
0.345416	0.0461638	-0.929304
0.381727	0.010958	-0.996148
0.421159	-0.0282146	-0.974191
0.466477	-0.0695683	-0.830813
0.506289	-0.0985895	-0.614754
0.542094	-0.116284	-0.366862
0.5779	-0.124503	-0.0890742
0.608993	-0.123412	0.158875
0.640086	-0.114725	0.397044
0.671179	-0.0989752	0.610773
0.703978	-0.0757838	0.795254
0.738282	-0.0460086	0.929795
0.774604	-0.0107803	0.996271
0.814056	0.0284075	0.97383
0.85937	0.0697293	0.829947
0.899138	0.0986815	0.613805
0.938906	0.11773	0.336058
0.970602	0.124503	0.0890431
1.00355	0.123103	-0.173525
1.0365	0.113201	-0.424108
1.06944	0.0954799	-0.645399
1.10239	0.0711644	-0.822113
1.13699	0.0403666	-0.946416
1.17374	0.00435456	-0.999387
1.21394	-0.0353571	-0.959156
1.25912	-0.0754701	-0.797157
1.29742	-0.102008	-0.57795
1.33571	-0.119046	-0.30492
1.36776	-0.124821	-0.0534315
1.39981	-0.122434	0.20155
1.43186	-0.112042	0.443354
1.46391	-0.0943254	0.656171
1.49596	-0.0704413	0.826087
1.53066	-0.0394466	0.948894
1.56748	-0.00331694	0.99964
1.5708	-4.67758e-08	0.999993
